Map.CustomClientGroup,ClientGroupID,Dim.ClientGroup
dbo.SchoolHistoryFact,SourceSystemClientID,dbo.PersonFact
dbo.ScreeningResultFact,CommunityServiceLocationID,Dim.CommunityServiceLocation
dbo.ScreeningResultFact,LocalReportingOfficeID,Dim.LocalReportingOffice
dbo.ScreeningResultFact,ScreeningEventID,Dim.ScreeningEvent
dbo.ScreeningResultFact,ScreeningEventResultID,Dim.ScreeningEventResult
dbo.ScreeningResultFact,SourceReferralID,dbo.ReferralFact
dbo.ScreeningResultFact,SourceSystemClientID,dbo.PersonFact
dbo.SubstanceUseFact,MethodOfSubstanceIntakeID,Dim.MethodOfSubstanceIntake
dbo.SubstanceUseFact,SourceAssessmentID,dbo.AssessmentHeaderFact
dbo.SubstanceUseFact,SubstanceUseCodeID,Dim.SubstanceUseLookup
dbo.WaitlistClientOfferFact,SourceWaitlistEntryID,dbo.WaitlistEntryFact
dbo.WaitlistClientOfferFact,SourceWaitlistProviderOfferID,dbo.WaitlistProviderOfferFact
dbo.WaitlistClientOfferFact,WaitlistClientOfferStatusID,Dim.WaitlistClientOfferStatus
dbo.WaitlistClientOfferFact,WaitlistOfferOutcomeID,Dim.WaitlistOfferOutcome
dbo.WaitlistClientOfferFact,WaitlistReasonNotOfferedID,Dim.WaitlistReasonNotOffered
dbo.WaitlistClientOfferFact,WaitlistReasonRejectedID,Dim.WaitlistReasonRejected
dbo.WaitlistDefinitionFact,ProviderID,Dim.Provider
dbo.WaitlistDefinitionFact,WaitlistTypeID,Dim.WaitlistType
dbo.WaitlistEntryFact,LocalReportingOfficeID,Dim.LocalReportingOffice
dbo.WaitlistEntryFact,SourceSystemClientID,dbo.PersonFact
dbo.WaitlistEntryFact,SourceWaitlistDefinitionID,dbo.WaitlistDefinitionFact
dbo.WaitlistEntryFact,WaitlistPriorityID,Dim.WaitlistPriority
dbo.WaitlistEntryFact,WaitListReasonID,Dim.WaitListReason
dbo.WaitlistEntryFact,WaitlistStatusID,Dim.WaitlistStatus
dbo.WaitlistProviderOfferFact,ProviderID,Dim.Provider
dbo.WaitlistProviderOfferFact,SourceWaitlistDefinitionID,dbo.WaitlistDefinitionFact
dbo.WaitlistProviderOfferFact,WaitlistProviderOfferStatusID,Dim.WaitlistProviderOfferStatus
dbo.WaitlistProviderOfferFact,WaitlistReasonOfferRemovedID,Dim.WaitlistReasonOfferRemoved
dbo.WaitTimeFact,AgeID,Dim.Age
dbo.WaitTimeFact,CommunityLHAID,Dim.CommunityLHA
dbo.WaitTimeFact,GenderID,Dim.Gender
dbo.WaitTimeFact,LocalReportingOfficeID,Dim.LocalReportingOffice
dbo.WaitTimeFact,SourceSystemClientID,dbo.PersonFact
dbo.WeightGrowthFact,LocalReportingOfficeID,Dim.LocalReportingOffice
dbo.WeightGrowthFact,SourceSystemClientID,dbo.PersonFact
dbo.YouthClinicActivityFact,CommunityServiceLocationID,Dim.CommunityServiceLocation
dbo.YouthClinicActivityFact,ServiceProviderCategoryCodeID,Dim.ServiceProviderCategoryLookup
dbo.YouthClinicActivityFact,SourceAssessmentID,dbo.AssessmentHeaderFact
dbo.YouthClinicActivityFact,SourceAssessmentID,dbo.CDPreviousTestResultFact
