0	Map	CustomClientGroup	ClientGroupID	Dim	ClientGroup
1	Dim	Intervention	InterventionTypeID	Dim	InterventionType
1	Dim	LHA	HSDAID	Dim	HSDA
1	Dim	LocalReportingOffice	CommunityProgramID	Dim	CommunityProgram
1	Dim	LocalReportingOffice	ProviderID	Dim	Provider
1	Dim	Provider	FacilityID	Dim	Facility
1	Dim	Provider	LevelOfCareId	Dim	LevelOfCare
1	Dim	ReferralSourceLookup	ReferralSourceID	Dim	ReferralSource
1	dbo	AssessmentHeaderFact	AssessmentReasonID	Dim	AssessmentReason
1	dbo	AssessmentHeaderFact	AssessmentTypeID	Dim	AssessmentType
1	dbo	AssessmentHeaderFact	SourceReferralID	dbo	ReferralFact
1	dbo	CaseNoteHeaderFact	CaseNoteReasonID	Dim	CaseNoteReason
1	dbo	CaseNoteHeaderFact	CaseNoteTypeID	Dim	CaseNoteType
1	dbo	CaseNoteHeaderFact	LocalReportingOfficeID	Dim	LocalReportingOffice
1	dbo	CaseNoteHeaderFact	SourceReferralID	dbo	ReferralFact
1	dbo	CaseNoteHeaderFact	SourceSystemClientID	dbo	PersonFact
1	dbo	CDPreviousTestResultFact	CommunityDiseaseID	Dim	CommunityDisease
1	dbo	InterventionFact	InterventionID	Dim	Intervention
1	dbo	InterventionFact	ProviderID	Dim	Provider
1	dbo	InterventionFact	SourceReferralID	dbo	ReferralFact
1	dbo	PersonFact	DeathLocationID	Dim	DeathLocation
1	dbo	PersonFact	EducationLevelCodeID	Dim	EducationLevelLookup
1	dbo	PersonFact	EthnicityID	Dim	Ethnicity
1	dbo	PersonFact	GenderID	Dim	Gender
1	dbo	ReferralFact	DischargeDispositionCodeID	Dim	DischargeDispositionLookupCOM
1	dbo	ReferralFact	DischargeOutcomeID	Dim	DischargeOutcome
1	dbo	ReferralFact	LocalReportingOfficeID	Dim	LocalReportingOffice
1	dbo	ReferralFact	ReasonEndingServiceCodeID	Dim	ReasonEndingServiceLookup
1	dbo	ReferralFact	ReferralPriorityID	Dim	ReferralPriority
1	dbo	ReferralFact	ReferralReasonID	Dim	ReferralReason
1	dbo	ReferralFact	ReferralSourceLookupID	Dim	ReferralSourceLookup
1	dbo	ReferralFact	ReferralTypeID	Dim	ReferralType
1	dbo	ReferralFact	SourceSystemClientID	dbo	PersonFact
1	dbo	WaitlistEntryFact	LocalReportingOfficeID	Dim	LocalReportingOffice
1	dbo	WaitlistEntryFact	SourceSystemClientID	dbo	PersonFact
1	dbo	WaitlistEntryFact	SourceWaitlistDefinitionID	dbo	WaitlistDefinitionFact
1	dbo	WaitlistEntryFact	WaitlistPriorityID	Dim	WaitlistPriority
1	dbo	WaitlistEntryFact	WaitListReasonID	Dim	WaitListReason
1	dbo	WaitlistEntryFact	WaitlistStatusID	Dim	WaitlistStatus
1	dbo	WaitlistProviderOfferFact	ProviderID	Dim	Provider
1	dbo	WaitlistProviderOfferFact	SourceWaitlistDefinitionID	dbo	WaitlistDefinitionFact
1	dbo	WaitlistProviderOfferFact	WaitlistProviderOfferStatusID	Dim	WaitlistProviderOfferStatus
1	dbo	WaitlistProviderOfferFact	WaitlistReasonOfferRemovedID	Dim	WaitlistReasonOfferRemoved
2	Dim	DischargeDispositionLookupCOM	DischargeDispositionID	Dim	DischargeDisposition
2	Dim	EducationLevelLookup	EducationLevelID	Dim	EducationLevel
2	Dim	Facility	HSDAID	Dim	HSDA
2	Dim	Intervention	InterventionTypeID	Dim	InterventionType
2	Dim	LocalReportingOffice	CommunityProgramID	Dim	CommunityProgram
2	Dim	LocalReportingOffice	ProviderID	Dim	Provider
2	Dim	Provider	FacilityID	Dim	Facility
2	Dim	Provider	LevelOfCareId	Dim	LevelOfCare
2	Dim	ReasonEndingServiceLookup	ReasonEndingServiceID	Dim	ReasonEndingService
2	Dim	ReferralSourceLookup	ReferralSourceID	Dim	ReferralSource
2	dbo	PersonFact	DeathLocationID	Dim	DeathLocation
2	dbo	PersonFact	EducationLevelCodeID	Dim	EducationLevelLookup
2	dbo	PersonFact	EthnicityID	Dim	Ethnicity
2	dbo	PersonFact	GenderID	Dim	Gender
2	dbo	ReferralFact	DischargeDispositionCodeID	Dim	DischargeDispositionLookupCOM
2	dbo	ReferralFact	DischargeOutcomeID	Dim	DischargeOutcome
2	dbo	ReferralFact	LocalReportingOfficeID	Dim	LocalReportingOffice
2	dbo	ReferralFact	ReasonEndingServiceCodeID	Dim	ReasonEndingServiceLookup
2	dbo	ReferralFact	ReferralPriorityID	Dim	ReferralPriority
2	dbo	ReferralFact	ReferralReasonID	Dim	ReferralReason
2	dbo	ReferralFact	ReferralSourceLookupID	Dim	ReferralSourceLookup
2	dbo	ReferralFact	ReferralTypeID	Dim	ReferralType
2	dbo	ReferralFact	SourceSystemClientID	dbo	PersonFact
2	dbo	WaitlistDefinitionFact	ProviderID	Dim	Provider
2	dbo	WaitlistDefinitionFact	WaitlistTypeID	Dim	WaitlistType
3	Dim	DischargeDispositionLookupCOM	DischargeDispositionID	Dim	DischargeDisposition
3	Dim	EducationLevelLookup	EducationLevelID	Dim	EducationLevel
3	Dim	Facility	HSDAID	Dim	HSDA
3	Dim	LocalReportingOffice	CommunityProgramID	Dim	CommunityProgram
3	Dim	LocalReportingOffice	ProviderID	Dim	Provider
3	Dim	Provider	FacilityID	Dim	Facility
3	Dim	Provider	LevelOfCareId	Dim	LevelOfCare
3	Dim	ReasonEndingServiceLookup	ReasonEndingServiceID	Dim	ReasonEndingService
3	Dim	ReferralSourceLookup	ReferralSourceID	Dim	ReferralSource
3	dbo	PersonFact	DeathLocationID	Dim	DeathLocation
3	dbo	PersonFact	EducationLevelCodeID	Dim	EducationLevelLookup
3	dbo	PersonFact	EthnicityID	Dim	Ethnicity
3	dbo	PersonFact	GenderID	Dim	Gender
4	Dim	EducationLevelLookup	EducationLevelID	Dim	EducationLevel
4	Dim	Facility	HSDAID	Dim	HSDA
4	Dim	Provider	FacilityID	Dim	Facility
4	Dim	Provider	LevelOfCareId	Dim	LevelOfCare
5	Dim	Facility	HSDAID	Dim	HSDA
